,(Intercept),agr_gdp,dev_agri,dev_env,fdi,for_rem,gdp,gdp_gr,ind_gdp,pop_den,time,df,logLik,AICc,delta,weight
441,-7325.085478,NA,NA,NA,0.014379222,0.099845199,-0.612282902,NA,197.6610521,-975.9413175,NA,7,-142.8647724,309.0628782,112.1842262,1.24E-25
477,-7648.912986,NA,NA,-2.993748176,-0.153289635,0.104614814,NA,48.24743379,165.6737055,-1042.513424,NA,8,-140.0072406,309.1053903,112.2267384,1.21E-25
131,527.2782163,NA,0.578593563,NA,NA,NA,NA,NA,238.6642719,NA,NA,4,-149.2270748,309.1208162,112.2421642,1.20E-25
186,-4458.756353,-134.8796431,NA,NA,0.068379573,0.054583967,-2.810424015,NA,99.62619281,NA,NA,7,-142.8952944,309.1239221,112.2452701,1.20E-25
182,-4465.484448,-134.1190071,NA,-0.227119578,NA,0.054699113,-2.601481741,NA,94.37398418,NA,NA,7,-142.9032952,309.1399238,112.2612718,1.19E-25
412,-7260.434222,-115.1208749,0.436555886,NA,-0.062331616,0.099181178,NA,NA,124.9995167,-1045.272392,NA,8,-140.0534552,309.1978195,112.3191675,1.16E-25
408,-7308.262931,-112.2588174,0.437363658,-0.424034278,NA,0.099557213,NA,NA,131.6149035,-1040.23114,NA,8,-140.0575491,309.2060072,112.3273552,1.15E-25
32,-4967.917507,-163.3264971,0.354491522,2.057138703,-0.315672086,0.059869598,NA,NA,NA,NA,NA,7,-142.9415043,309.2163419,112.3376899,1.15E-25
975,-388.7036212,NA,0.053681807,2.111067,-0.06361782,NA,NA,-12.81626598,-25.02331021,819.1396302,1.234905999,9,-136.6139524,309.2279048,112.3492528,1.14E-25
968,-408.8184583,-6.66585969,0.057757895,1.957182896,NA,NA,NA,-14.10960257,-23.72271681,824.1013464,1.231195734,9,-136.6191929,309.2383858,112.3597339,1.13E-25
974,-379.262822,-9.374242796,NA,2.219153661,-0.086606498,NA,NA,-12.29358185,-34.69319097,811.6057685,1.232677485,9,-136.6223086,309.2446173,112.3659653,1.13E-25
60,-4520.616182,-173.4122017,0.330387185,NA,-0.185541605,0.055561677,-1.970713378,NA,NA,NA,NA,7,-142.9691903,309.2717139,112.3930619,1.11E-25
228,927.2097251,-151.3817929,0.222449112,NA,NA,NA,-14.04329742,54.05480402,130.9757049,NA,NA,7,-142.9751018,309.2835369,112.404885,1.11E-25
105,1183.139647,NA,NA,NA,-0.914914262,NA,-10.98966362,83.33505144,NA,NA,NA,5,-147.5175049,309.3207241,112.4420721,1.09E-25
848,-405.0292515,2.441139648,0.080174169,1.757613396,0.005197291,NA,NA,-13.09241945,NA,814.782118,1.205542113,9,-136.6804264,309.3608528,112.4822009,1.07E-25
313,-8178.92252,NA,NA,NA,-0.597662759,0.107633521,3.88864443,NA,NA,-830.5475019,NA,6,-145.4633351,309.3882087,112.5095567,1.05E-25
56,-4501.596697,-183.6966407,0.336127587,0.947937242,NA,0.055266477,-2.552181717,NA,NA,NA,NA,7,-143.030758,309.3948493,112.5161973,1.05E-25
158,-5273.909059,-118.0740441,NA,-0.508886527,0.026728776,0.062653321,NA,NA,96.78444456,NA,NA,7,-143.0407078,309.4147489,112.536097,1.04E-25
322,-406.4182259,-163.5676777,NA,NA,NA,NA,NA,28.05311177,NA,707.6747763,NA,5,-147.5769947,309.4397036,112.5610517,1.02E-25
482,1199.973236,-164.0225566,NA,NA,NA,NA,-15.52993592,60.38024594,123.279833,-170.0360121,NA,7,-143.09191,309.5171533,112.6385013,9.86E-26
230,953.685491,-148.3237699,NA,-1.635541583,NA,NA,-14.43463531,60.68320711,125.2849013,NA,NA,7,-143.0928553,309.5190439,112.6403919,9.85E-26
159,-5652.107266,NA,0.507056203,-2.209019594,0.27036269,0.066959616,NA,NA,213.3741502,NA,NA,7,-143.1140739,309.5614812,112.6828292,9.64E-26
234,955.8622284,-155.6073787,NA,NA,-0.159038525,NA,-14.00504353,60.08994087,106.3412714,NA,NA,7,-143.1181766,309.5696866,112.6910346,9.60E-26
386,-368.879942,-138.9543417,NA,NA,NA,NA,NA,NA,94.54401047,640.3924204,NA,5,-147.6562016,309.5981176,112.7194656,9.47E-26
972,-420.5404123,2.045410587,0.041489664,NA,0.052014968,NA,NA,-11.91518565,-12.78632766,833.5622859,1.221428923,9,-136.8035581,309.6071162,112.7284642,9.42E-26
1,732.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-152.4514865,309.6088553,112.7302033,9.42E-26
912,-356.4195958,-4.613034912,0.013667283,2.030245772,-0.156269104,NA,NA,NA,-30.34627236,802.1827269,1.173570072,9,-136.8266996,309.6533991,112.7747472,9.21E-26
260,-388.5034715,-185.3127958,0.342715884,NA,NA,NA,NA,NA,NA,672.8423388,NA,5,-147.7265187,309.7387517,112.8600997,8.82E-26
187,-5445.931804,NA,0.525406124,NA,0.153572056,0.064976861,-0.353806752,NA,206.1512979,NA,NA,7,-143.2212506,309.7758345,112.8971825,8.66E-26
449,-423.8035451,NA,NA,NA,NA,NA,NA,39.95508318,173.7838083,753.0192224,NA,5,-147.7510716,309.7878575,112.9092055,8.61E-26
183,-5452.905211,NA,0.505335695,-1.073388212,NA,0.065163968,0.083903826,NA,192.8461715,NA,NA,7,-143.2333475,309.8000283,112.9213763,8.56E-26
170,785.6102315,-199.5754792,NA,NA,0.077227557,NA,-11.23049194,NA,109.8574903,NA,NA,6,-145.6797162,309.8209709,112.942319,8.47E-26
166,787.9960986,-202.1488913,NA,0.598881666,NA,NA,-11.03385513,NA,101.3363507,NA,NA,6,-145.6808736,309.8232857,112.9446337,8.46E-26
418,749.0470667,-198.3661198,NA,NA,NA,NA,-10.84649416,NA,102.6681288,27.47970754,NA,6,-145.6873423,309.836223,112.957571,8.40E-26
321,-529.6397194,NA,NA,NA,NA,NA,NA,46.99685739,NA,941.381239,NA,4,-149.6022751,309.8712168,112.9925649,8.26E-26
266,-235.039533,-178.2218526,NA,NA,-0.390446017,NA,NA,NA,NA,588.858658,NA,5,-147.8027403,309.8911949,113.0125429,8.18E-26
751,970.3421504,NA,0.04321633,-0.162688753,0.038510851,NA,-9.689795583,18.36957728,67.2542995,NA,1.007837314,9,-136.9499083,309.8998165,113.0211645,8.14E-26
285,-7185.439745,NA,NA,0.269822724,-0.567987277,0.09868563,NA,NA,NA,-858.1755428,NA,6,-145.7524468,309.9664321,113.0877802,7.87E-26
307,-8298.962015,NA,0.357301258,NA,NA,0.106847217,3.180857804,NA,NA,-705.3051601,NA,6,-145.7627202,309.9869788,113.1083268,7.79E-26
718,702.9369042,-53.06505709,NA,3.736195066,-0.481318913,NA,NA,-9.275009471,-48.20219246,NA,1.141085717,8,-140.4806287,310.0521664,113.1735144,7.54E-26
244,-3569.208062,-103.623497,0.262845245,NA,NA,0.046464116,-6.214321458,42.22787143,121.8613658,NA,NA,8,-140.4921214,310.0751519,113.1965,7.46E-26
74,609.4421223,-160.2752296,NA,NA,-0.784373917,NA,NA,36.9146093,NA,NA,NA,5,-147.8976498,310.081014,113.202362,7.44E-26
44,821.1718469,-243.7020305,0.33096481,NA,-0.201975293,NA,-10.47891992,NA,NA,NA,NA,6,-145.8273191,310.1161767,113.2375248,7.31E-26
40,807.9089821,-256.2395843,0.345188552,1.847370815,NA,NA,-11.0773564,NA,NA,NA,NA,6,-145.8298839,310.1213063,113.2426544,7.29E-26
73,824.1631361,NA,NA,NA,-1.14030018,NA,NA,59.32473345,NA,NA,NA,4,-149.7277883,310.1222432,113.2435912,7.28E-26
62,-4462.286564,-177.3892537,NA,1.333861392,-0.233195325,0.054934914,-2.022126593,NA,NA,NA,NA,7,-143.4057038,310.1447408,113.2660889,7.20E-26
592,672.7251555,-37.04534492,0.118712378,3.118118454,-0.355999553,NA,NA,-10.49581583,NA,NA,1.102208061,8,-140.548652,310.188213,113.3095611,7.05E-26
656,708.3482914,-48.66761828,0.049384875,3.602538825,-0.527664088,NA,NA,NA,-41.71426178,NA,1.089203873,8,-140.5488465,310.1886022,113.3099502,7.05E-26
344,-7427.699473,-154.2263541,0.190001121,-0.915753728,NA,0.100605726,NA,30.42612275,NA,-973.81805,NA,8,-140.5495572,310.1900235,113.3113716,7.04E-26
59,-6628.733772,NA,0.365557188,NA,-0.500720479,0.078519631,4.272353404,NA,NA,NA,NA,6,-145.8754332,310.2124049,113.3337529,6.96E-26
417,293.2308816,NA,NA,NA,NA,NA,-7.011577174,NA,221.1690564,366.0557893,NA,5,-147.9736688,310.2330518,113.3543999,6.89E-26
500,-5361.487354,-121.1191312,0.252203703,NA,NA,0.083344657,-8.193274849,45.97915505,137.1802072,-1175.572173,NA,9,-137.1211804,310.2423608,113.3637088,6.86E-26
292,695.3431759,-247.1403899,0.32772425,NA,NA,NA,-10.53342759,NA,NA,80.43543248,NA,6,-145.8923197,310.2461779,113.3675259,6.85E-26
387,-400.6876224,NA,0.546058393,NA,NA,NA,NA,NA,207.5380797,710.4359645,NA,5,-147.9903414,310.2663971,113.3877451,6.78E-26
279,-7515.478571,NA,0.342604391,-1.492431327,NA,0.100225354,NA,NA,NA,-750.3155213,NA,6,-145.9047636,310.2710657,113.3924138,6.76E-26
262,-393.9568439,-189.59958,NA,1.032396398,NA,NA,NA,NA,NA,673.3782337,NA,5,-148.0301895,310.3460933,113.4674413,6.51E-26
9,803.1828368,NA,NA,NA,-0.911034468,NA,NA,NA,NA,NA,NA,3,-151.4289181,310.3578362,113.4791843,6.47E-26
137,593.0648101,NA,NA,NA,-0.328576903,NA,NA,NA,195.2293828,NA,NA,4,-149.8592941,310.385255,113.506603,6.39E-26
438,-6246.142115,-150.1277005,NA,-0.686056271,NA,0.090341904,-4.123547579,NA,109.6470392,-1109.000808,NA,8,-140.6664772,310.4238635,113.5452115,6.26E-26
442,-6214.692483,-153.086997,NA,NA,-0.015782584,0.089946818,-4.134048536,NA,106.1877588,-1105.391928,NA,8,-140.6830822,310.4570735,113.5784215,6.16E-26
502,-5337.11215,-114.923738,NA,-2.592792847,NA,0.083913937,-8.783748687,54.60689911,133.7351573,-1205.256368,NA,9,-137.2296545,310.459309,113.5806571,6.15E-26
65,735.1061719,NA,NA,NA,NA,NA,NA,47.00049681,NA,NA,NA,3,-151.4807924,310.4615848,113.5829328,6.15E-26
246,-3487.813129,-100.4813979,NA,-1.943224167,NA,0.045946639,-6.763819731,50.19604038,115.2978448,NA,NA,8,-140.6996213,310.4901516,113.6114997,6.06E-26
719,724.4442072,NA,0.085637953,2.965911052,-0.403441425,NA,NA,-8.396986016,-8.429322852,NA,1.180413877,8,-140.7146359,310.5201809,113.641529,5.97E-26
133,548.435596,NA,NA,-1.621195678,NA,NA,NA,NA,221.4374514,NA,NA,4,-149.9440781,310.5548228,113.6761708,5.87E-26
33,990.3375006,NA,NA,NA,NA,NA,-7.551258008,NA,NA,NA,NA,3,-151.5322595,310.564519,113.6858671,5.84E-26
132,451.9752256,-141.7107682,0.465626402,NA,NA,NA,NA,NA,134.0775328,NA,NA,5,-148.1500213,310.5857569,113.7071049,5.78E-26
165,844.0121547,NA,NA,-1.777902601,NA,NA,-9.164568,NA,242.2165623,NA,NA,5,-148.1562365,310.5981873,113.7195353,5.74E-26
46,816.5943945,-247.2974383,NA,2.460257158,-0.298826717,NA,-10.3192679,NA,NA,NA,NA,6,-146.0796499,310.6208383,113.7421863,5.68E-26
309,-8378.934487,NA,NA,-1.983418198,NA,0.108118686,3.173154583,NA,NA,-728.6103035,NA,6,-146.100468,310.6624745,113.7838226,5.56E-26
362,1234.534311,-208.678244,NA,NA,-0.443112378,NA,-14.43553752,62.35944478,NA,-158.9412856,NA,7,-143.6719094,310.6771521,113.7985001,5.52E-26
250,-3437.847963,-109.905608,NA,NA,-0.122804483,0.045403283,-6.489241556,49.00264532,98.47959803,NA,NA,8,-140.794907,310.6807232,113.8020712,5.51E-26
169,834.4776068,NA,NA,NA,0.110781112,NA,-9.445924056,NA,250.8283538,NA,NA,5,-148.1992636,310.6842414,113.8055895,5.50E-26
373,-7103.155156,NA,NA,-3.637981346,NA,0.098451586,-2.805181109,60.28653861,NA,-857.0427047,NA,7,-143.683654,310.7006413,113.8219894,5.45E-26
108,986.4811638,-201.4242204,0.093491851,NA,-0.415485381,NA,-13.26398287,58.44223238,NA,NA,NA,7,-143.6999222,310.7331778,113.8545259,5.37E-26
110,988.0745282,-201.5675834,NA,1.048202294,-0.463342604,NA,-13.24421781,59.76355205,NA,NA,NA,7,-143.7079043,310.7491419,113.87049,5.32E-26
506,-5257.031407,-127.3929495,NA,NA,-0.232958431,0.083127993,-8.285903684,53.68836487,105.5326561,-1206.661332,NA,9,-137.375261,310.7505221,113.8718701,5.32E-26
716,683.013803,-35.56850113,0.062762876,NA,-0.263609866,NA,NA,-8.353057036,-11.9369424,NA,1.118666919,8,-140.8385244,310.7679578,113.8893058,5.27E-26
298,734.4215861,-242.8961626,NA,NA,-0.185011715,NA,-10.21298652,NA,NA,59.06932473,NA,6,-146.1835866,310.8287117,113.9500597,5.12E-26
194,482.2125825,-132.5052251,NA,NA,NA,NA,NA,26.94872551,116.0981825,NA,NA,5,-148.2789567,310.8436277,113.9649757,5.08E-26
31,-5441.681318,NA,0.377066034,1.017839502,-0.496848717,0.067221787,NA,NA,NA,NA,NA,6,-146.1938635,310.8492655,113.9706136,5.06E-26
712,638.8153706,-40.80740495,0.113596703,1.95836736,NA,NA,NA,-16.52743605,2.305551817,NA,1.156547817,8,-140.8810063,310.8529217,113.9742697,5.05E-26
12,551.0905063,-193.9190472,0.352943382,NA,-0.589272248,NA,NA,NA,NA,NA,NA,5,-148.2920754,310.8698651,113.9912131,5.01E-26
316,-6236.753582,-193.8646555,0.323964716,NA,-0.28298846,0.090106716,-3.214910828,NA,NA,-1077.827991,NA,8,-140.8926565,310.8762221,113.9975701,5.00E-26
294,702.3371397,-252.7451325,NA,1.32742886,NA,NA,-10.66511417,NA,NA,73.44028767,NA,6,-146.2082075,310.8779534,113.9993014,4.99E-26
343,-7774.002583,NA,0.107114787,-3.218714261,NA,0.104079763,NA,51.57042032,NA,-817.3230508,NA,7,-143.7818119,310.8969572,114.0183052,4.94E-26
14,550.9510534,-199.6091413,NA,3.864857958,-0.736021747,NA,NA,NA,NA,NA,NA,5,-148.3969025,311.0795192,114.2008673,4.51E-26
61,-6647.113059,NA,NA,0.560827287,-0.519558138,0.078731955,4.315711254,NA,NA,NA,NA,6,-146.3097175,311.0809735,114.2023216,4.51E-26
288,-6950.853413,-175.5672153,0.350291294,2.110421426,-0.43600162,0.096347703,NA,NA,NA,-1035.418238,NA,8,-141.0019496,311.0948082,114.2161563,4.48E-26
123,-5103.160893,NA,0.128379288,NA,-0.661775233,0.064164233,-1.078957465,57.01304162,NA,NA,NA,7,-143.9055645,311.1444624,114.2658104,4.37E-26
55,-6959.023545,NA,0.348959599,-1.05481543,NA,0.081937916,3.622437532,NA,NA,NA,NA,6,-146.3578457,311.1772298,114.2985779,4.30E-26
138,515.3102225,-164.2520401,NA,NA,-0.424505883,NA,NA,NA,70.56447869,NA,NA,5,-148.4496399,311.1849942,114.3063422,4.28E-26
95,-5398.562168,NA,0.13835852,-0.075265151,-0.660707905,0.066962247,NA,54.39506535,NA,NA,NA,7,-143.9258756,311.1850845,114.3064325,4.28E-26
265,-277.1873621,NA,NA,NA,-0.615487511,NA,NA,NA,NA,787.0940651,NA,4,-150.2746246,311.2159158,114.3372638,4.22E-26
414,-7287.279433,-128.9832949,NA,-0.50576612,-0.086044869,0.09962358,NA,NA,99.80484026,-1047.735006,NA,8,-141.0719565,311.2348221,114.3561701,4.18E-26
353,401.7734397,NA,NA,NA,NA,NA,-9.448118555,69.73519227,NA,489.0867786,NA,5,-148.4781548,311.2420238,114.3633719,4.16E-26
125,-5044.339769,NA,NA,-0.501217614,-0.645807316,0.063657331,-1.411217787,60.2390947,NA,NA,NA,7,-143.9608272,311.2549878,114.3763358,4.13E-26
371,-7156.902429,NA,0.132218045,NA,NA,0.097960401,-2.109579258,53.60085003,NA,-806.8169331,NA,7,-143.9797119,311.2927571,114.4141051,4.06E-26
312,-6170.941998,-206.2695973,0.324838351,0.60589292,NA,0.088631234,-3.967175025,NA,NA,-1034.139965,NA,8,-141.1258994,311.3427079,114.4640559,3.96E-26
329,-174.6336427,NA,NA,NA,-0.855458479,NA,NA,56.24338614,NA,726.8705693,NA,5,-148.5656792,311.4170726,114.5384207,3.81E-26
356,1099.061495,-227.1475832,0.101269333,NA,NA,NA,-14.77767032,54.4790528,NA,-91.71324183,NA,7,-144.0655975,311.4645282,114.5858763,3.72E-26
104,962.7270716,-220.8438927,0.100642769,-0.342037512,NA,NA,-14.16139848,53.9882064,NA,NA,NA,7,-144.0826048,311.4985429,114.6198909,3.66E-26
358,1123.465458,-225.3413392,NA,-0.586704413,NA,NA,-15.01338772,57.46207955,NA,-100.9335377,NA,7,-144.094116,311.5215654,114.6429134,3.62E-26
220,-5250.265862,-80.71491447,0.295991544,NA,-0.157492356,0.062929457,NA,32.35263869,105.5810878,NA,NA,8,-141.2450668,311.5810428,114.7023908,3.51E-26
216,-5396.330421,-73.24859037,0.298646905,-1.304573139,NA,0.064338502,NA,31.77634407,123.0188605,NA,NA,8,-141.2472581,311.5854253,114.7067733,3.50E-26
259,-528.980037,NA,0.379217526,NA,NA,NA,NA,NA,NA,937.2348828,NA,4,-150.4606449,311.5879565,114.7093046,3.50E-26
68,502.2133623,-198.0511574,0.265840569,NA,NA,NA,NA,19.40184809,NA,NA,NA,5,-148.6670281,311.6197705,114.7411185,3.45E-26
189,-5631.52214,NA,NA,-2.991844264,0.279207549,0.067048007,-0.384806728,NA,199.5411082,NA,NA,7,-144.1497665,311.6328663,114.7542143,3.42E-26
134,456.7162143,-159.4175017,NA,0.278377078,NA,NA,NA,NA,106.9949268,NA,NA,5,-148.685251,311.6562163,114.7775643,3.38E-26
101,1182.567625,NA,NA,-3.572009082,NA,NA,-12.8620585,80.57869507,NA,NA,NA,5,-148.6858766,311.6574676,114.7788156,3.38E-26
201,655.4107913,NA,NA,NA,-0.639003157,NA,NA,47.70743617,152.9774526,NA,NA,5,-148.6895098,311.6647339,114.7860819,3.37E-26
247,-4268.451429,NA,0.272299631,-2.7292172,NA,0.054242629,-4.669612265,50.08287112,185.4045593,NA,NA,8,-141.2920296,311.6749682,114.7963162,3.35E-26
389,-408.7879526,NA,NA,-1.278356324,NA,NA,NA,NA,190.2891412,731.6057765,NA,5,-148.723561,311.7328362,114.8541843,3.26E-26
195,543.1161321,NA,0.438707912,NA,NA,NA,NA,30.27748972,222.8933897,NA,NA,5,-148.7395271,311.7647685,114.8861165,3.20E-26
393,-380.9700533,NA,NA,NA,-0.095227613,NA,NA,NA,182.9169521,719.2785985,NA,5,-148.740626,311.7669662,114.8883143,3.20E-26
124,-3565.725253,-151.1352149,0.144347163,NA,-0.355428034,0.046977225,-5.46816624,45.80651989,NA,NA,NA,8,-141.3583763,311.8076616,114.9290096,3.14E-26
3,730.1300006,NA,0.38962693,NA,NA,NA,NA,NA,NA,NA,NA,3,-152.18307,311.8661401,114.9874881,3.05E-26
415,-7583.731414,NA,0.511785403,-2.409060061,0.184973824,0.102170363,NA,NA,225.053736,-984.9735417,NA,8,-141.3984184,311.8877458,115.0090939,3.01E-26
318,-6186.510992,-197.9396045,NA,1.370028451,-0.332998783,0.089657074,-3.270547796,NA,NA,-1083.905485,NA,8,-141.4023086,311.8955262,115.0168743,3.00E-26
289,-209.9091763,NA,NA,NA,NA,NA,-3.274098817,NA,NA,784.6962729,NA,4,-150.6166282,311.899923,115.021271,2.99E-26
8,476.3920964,-216.3771322,0.359867081,1.588675655,NA,NA,NA,NA,NA,NA,NA,5,-148.8167996,311.9193136,115.0406616,2.97E-26
70,505.6955143,-196.3689515,NA,0.208584009,NA,NA,NA,24.10340859,NA,NA,NA,5,-148.8312629,311.9482402,115.0695882,2.92E-26
439,-7208.232665,NA,0.514582156,-1.653307073,NA,0.099139458,-0.985772597,NA,216.01366,-1015.750983,NA,8,-141.4383108,311.9675307,115.0888787,2.90E-26
126,-3484.774989,-151.0237656,NA,0.356059571,-0.378334343,0.046223841,-5.733225455,48.94390957,NA,NA,NA,8,-141.4538333,311.9985757,115.1199238,2.85E-26
99,1163.871053,NA,0.059416098,NA,NA,NA,-12.5250725,76.10013252,NA,NA,NA,5,-148.8919924,312.0696992,115.1910472,2.75E-26
443,-7158.888594,NA,0.535988079,NA,0.081655783,0.098159424,-1.187618285,NA,222.4958201,-991.1324215,NA,8,-141.5184643,312.1278378,115.2491858,2.67E-26
251,-4330.406689,NA,0.309073321,NA,-0.061446566,0.054781105,-4.207214524,47.2062264,180.420089,NA,NA,8,-141.535837,312.162583,115.2839311,2.63E-26
261,-527.0543992,NA,NA,-0.928783215,NA,NA,NA,NA,NA,938.8382716,NA,4,-150.7499869,312.1666404,115.2879884,2.62E-26
253,-4210.397153,NA,NA,-3.723772568,0.103259729,0.053837134,-5.384623474,56.19220041,185.0070247,NA,NA,8,-141.6034548,312.2978187,115.4191668,2.45E-26
222,-5318.899976,-80.02747859,NA,-1.167399323,-0.160918032,0.063837413,NA,39.0217356,93.98268584,NA,NA,8,-141.6046665,312.3002421,115.4215901,2.45E-26
5,734.9827761,NA,NA,-1.313124917,NA,NA,NA,NA,NA,NA,NA,3,-152.4308953,312.3617907,115.4831387,2.38E-26
41,992.0860428,NA,NA,NA,-0.739545201,NA,-5.923167603,NA,NA,NA,NA,4,-150.8522125,312.3710916,115.4924396,2.37E-26
197,565.1800307,NA,NA,-2.647628512,NA,NA,NA,40.58043555,206.4565959,NA,NA,5,-149.0487721,312.3832585,115.5046065,2.35E-26
231,1005.914637,NA,0.244132781,-3.22387637,NA,NA,-13.57248635,68.25371943,234.404158,NA,NA,7,-144.5568715,312.4470762,115.5684243,2.28E-26
120,-3699.625897,-165.3049932,0.145955006,-0.649737694,NA,0.048179635,-6.058346017,42.24078138,NA,NA,NA,8,-141.7008463,312.4926018,115.6139498,2.23E-26
330,-176.1947629,-142.0950066,NA,NA,-0.593749371,NA,NA,36.95774183,NA,589.4693079,NA,6,-147.0195885,312.5007154,115.6220634,2.22E-26
139,566.4087603,NA,0.563693286,NA,-0.269577485,NA,NA,NA,217.1954396,NA,NA,5,-149.137019,312.5597523,115.6811004,2.15E-26
223,-5580.560547,NA,0.31128926,-2.365697358,0.004753152,0.066824865,NA,38.87670371,172.0744846,NA,NA,8,-141.7498518,312.5906126,115.7119606,2.12E-26
419,341.6937714,NA,0.571262773,NA,NA,NA,-7.328812837,NA,241.3253537,322.7105529,NA,6,-147.0682152,312.5979689,115.7193169,2.11E-26
450,-384.7795958,-108.9441862,NA,NA,NA,NA,NA,30.2017717,103.099193,673.9732646,NA,6,-147.0872337,312.6360059,115.7573539,2.07E-26
388,-361.3606661,-123.1004206,0.451599075,NA,NA,NA,NA,NA,120.1995806,630.2481527,NA,6,-147.0963865,312.6543114,115.7756595,2.05E-26
380,-5331.550152,-170.9321529,0.116028206,NA,-0.481356348,0.08374038,-7.228108322,51.05131352,NA,-1177.702118,NA,9,-138.3377393,312.6754785,115.7968266,2.03E-26
135,528.7461166,NA,0.570531043,-0.789717745,NA,NA,NA,NA,238.7082084,NA,NA,5,-149.216957,312.7196283,115.8409763,1.99E-26
119,-5620.92667,NA,0.104506748,-2.838710389,NA,0.069479945,-1.643555082,53.93306225,NA,NA,NA,7,-144.7305802,312.7944937,115.9158417,1.91E-26
237,1023.921897,NA,NA,-4.024110217,0.070938312,NA,-14.10078244,73.7305956,231.8284156,NA,NA,7,-144.7431091,312.8195516,115.9408996,1.89E-26
485,978.9855968,NA,NA,-3.703087552,NA,NA,-13.70839834,73.63535212,223.9700398,32.06871342,NA,7,-144.7467997,312.8269328,115.9482808,1.88E-26
382,-5276.360639,-170.9802978,NA,0.302777392,-0.501183231,0.083344102,-7.449837221,53.58943533,NA,-1184.576149,NA,9,-138.4207113,312.8414227,115.9627707,1.87E-26
96,-5040.946457,-128.5734359,0.205505989,1.131753377,-0.459790786,0.061266807,NA,35.04440457,NA,NA,NA,8,-141.8968388,312.8845866,116.0059347,1.83E-26
11,801.0608753,NA,0.396753064,NA,-0.915634287,NA,NA,NA,NA,NA,NA,4,-151.1200332,312.9067331,116.0280812,1.81E-26
235,998.5836903,NA,0.282131314,NA,-0.119647255,NA,-13.03449707,65.60340684,224.8434791,NA,NA,7,-144.7884966,312.9103266,116.0316746,1.81E-26
171,813.2258989,NA,0.598771741,NA,0.18630657,NA,-9.722288358,NA,275.7880393,NA,NA,6,-147.2268174,312.9151732,116.0365213,1.80E-26
483,872.4316571,NA,0.296388437,NA,NA,NA,-12.76793698,63.13965992,231.7264906,75.72733872,NA,7,-144.7977111,312.9287556,116.0501036,1.79E-26
503,-6097.955786,NA,0.257496172,-3.554252046,NA,0.090947523,-6.374535583,55.48003074,210.4337914,-1132.537122,NA,9,-138.4743691,312.9487383,116.0700863,1.77E-26
167,825.812626,NA,0.578408058,-0.935878957,NA,NA,-9.219193677,NA,259.8496218,NA,NA,6,-147.2549619,312.9714623,116.0928103,1.75E-26
188,-4439.795237,-118.8437958,0.442027577,NA,0.126945495,0.05426516,-2.916853122,NA,129.7056722,NA,NA,8,-142.0259829,313.1428748,116.2642228,1.61E-26
35,986.7562462,NA,0.38362342,NA,NA,NA,-7.516551489,NA,NA,NA,NA,4,-151.2467764,313.1602195,116.2815675,1.59E-26
451,-411.0578738,NA,0.395527693,NA,NA,NA,NA,32.37434316,189.759117,731.3402518,NA,6,-147.3561207,313.17378,116.295128,1.58E-26
361,731.2271539,NA,NA,NA,-0.837485367,NA,-9.264578571,78.34573532,NA,287.8692725,NA,6,-147.3626156,313.1867698,116.3081178,1.57E-26
184,-4427.841443,-120.547334,0.435908691,0.248124838,NA,0.054205295,-2.587598556,NA,117.6120322,NA,NA,8,-142.0594657,313.2098404,116.3311884,1.56E-26
324,-402.6912463,-166.004845,0.247943716,NA,NA,NA,NA,23.42451151,NA,701.4571725,NA,6,-147.4144589,313.2904563,116.4118043,1.49E-26
315,-8138.931113,NA,0.363808941,NA,-0.604194059,0.107153482,3.881975956,NA,NA,-828.4591916,NA,7,-144.9880458,313.3094248,116.4307729,1.48E-26
323,-528.145698,NA,0.195895603,NA,NA,NA,NA,43.56289906,NA,939.2200794,NA,5,-149.5194909,313.324696,116.4460441,1.47E-26
172,773.6794568,-182.7942851,0.451923944,NA,0.137051851,NA,-11.28902394,NA,140.5493108,NA,NA,7,-144.9981396,313.3296125,116.4509605,1.47E-26
168,777.8649896,-187.4610804,0.45133348,1.083221857,NA,NA,-10.94066033,NA,125.3316059,NA,NA,7,-145.0009565,313.3352463,116.4565943,1.46E-26
13,807.1527351,NA,NA,2.8869943,-1.030853108,NA,NA,NA,NA,NA,NA,4,-151.3369863,313.3406393,116.4619873,1.46E-26
325,-517.3540964,NA,NA,-2.18454714,NA,NA,NA,48.60292131,NA,935.2965213,NA,5,-149.5278234,313.341361,116.4627091,1.46E-26
268,-230.0750124,-175.9146435,0.348788517,NA,-0.399420745,NA,NA,NA,NA,586.0515394,NA,6,-147.459654,313.3808465,116.5021945,1.43E-26
420,750.1234967,-182.4745757,0.443130877,NA,NA,NA,-10.78535157,NA,127.79682,20.98070096,NA,7,-145.0278582,313.3890497,116.5103977,1.42E-26
489,941.99803,NA,NA,NA,-0.176085642,NA,-12.90884416,71.58479336,206.8702272,55.03872417,NA,7,-145.0340362,313.4014056,116.5227537,1.41E-26
476,-7313.679768,-90.65209137,0.285611885,NA,-0.284818145,0.100855096,NA,34.16747114,107.6162279,-1073.739803,NA,9,-138.70535,313.4107001,116.5320481,1.41E-26
69,739.9516016,NA,NA,-2.574939195,NA,NA,NA,48.89354654,NA,NA,NA,4,-151.3949196,313.4565058,116.5778539,1.38E-26
