"","(Intercept)","corn_med.lag2","cpi.lag2","for_prod.lag2","nfi.lag2","rice_med.lag2","rub_med.lag2","sug_med.lag2","time","df","logLik","AICc","delta","weight"
"72",0.00130263533966198,6.06929896497439e-06,6.07981926518854e-06,9.33782303577378e-10,NA,NA,NA,1.1977865092399e-06,NA,6,-150.989922009137,320.441382479812,14.010557594227,0.000182220981273889
"16",0.00126758223050948,5.55944605903056e-06,7.59410211288484e-06,8.52702371383507e-10,-7.90798115011699e-07,NA,NA,NA,NA,6,-151.003578632774,320.468695727087,14.0378708415022,0.000179749373237603
"24",0.00129074358776453,6.60446482802427e-06,7.0405365880054e-06,9.15323524399279e-10,NA,-8.4207803275231e-07,NA,NA,NA,6,-151.00567707365,320.472892608839,14.0420677232538,0.000179372575287782
"102",0.00143433074858599,1.04704370551288e-05,NA,1.2535291804135e-09,NA,NA,-3.18978316870903e-07,3.66649127411558e-06,NA,6,-151.010030124538,320.481598710614,14.0507738250294,0.000178593454346525
"86",0.00142882298378527,8.24653309344234e-06,NA,1.21325684089671e-09,NA,-7.51859086465015e-07,NA,2.31761507239648e-06,NA,6,-151.140682287182,320.742903035902,14.3120781503169,0.000156719856083348
"78",0.00142369102242815,7.38948572325246e-06,NA,1.14810263971113e-09,6.1481282231306e-08,NA,NA,2.20072129681705e-06,NA,6,-151.149274980478,320.760088422494,14.3292635369095,0.000155378979547218
"31",0.00123568429694647,NA,8.67815322972426e-06,7.24476028230841e-10,-1.37688772870656e-06,1.49266495585312e-06,NA,NA,NA,6,-151.157062987651,320.775664436841,14.3448395512567,0.000154173586835977
"87",0.00127169780003428,NA,7.51388137751838e-06,7.81955002305631e-10,NA,1.17883172908816e-06,NA,6.85595995684305e-07,NA,6,-151.190055569325,320.841649600189,14.4108247146046,0.000149169996721521
"79",0.00125206520771529,NA,8.61252542829013e-06,8.79283987791393e-10,-1.08297196496921e-06,NA,NA,9.52816391539446e-07,NA,6,-151.190810573588,320.843159608715,14.4123347231306,0.000149057415243181
"55",0.00126137740112564,NA,8.09143951073775e-06,7.31731365447882e-10,NA,1.245217658447e-06,-3.14230796599736e-08,NA,NA,6,-151.196502893352,320.854544248242,14.4237193626572,0.00014821134311365
"47",0.00124310571501757,NA,9.16427390345039e-06,8.17798644179704e-10,-9.44057501292743e-07,NA,-1.21010428082065e-08,NA,NA,6,-151.205840642608,320.873219746754,14.4423948611692,0.000146833824226949
"46",0.00143712135164984,8.67779627084643e-06,NA,1.04996929360352e-09,8.29211838348926e-07,NA,-1.57585242594374e-07,NA,NA,6,-151.209354363685,320.880247188908,14.4494223033228,0.000146318796485785
"54",0.00143507626746414,9.15378466134662e-06,NA,1.10923761801434e-09,NA,-5.78877613071581e-07,-1.50356328926191e-07,NA,NA,6,-151.218877452391,320.899293366319,14.4684684807347,0.000144932003365039
"30",0.0014382609519118,7.98499441376604e-06,NA,1.09490718592247e-09,9.03576301763076e-07,-8.61717209462906e-07,NA,NA,NA,6,-151.241630254108,320.944798969754,14.5139740841688,0.000141671626241298
"100",0.00121544146661391,7.33741472450642e-06,7.8693300375795e-06,NA,NA,NA,-1.98621361200329e-07,9.670112800425e-07,NA,6,-151.292693460928,321.046925383395,14.6161004978104,0.000134619015527839
"52",0.00120642491474842,6.07573629407252e-06,8.4093571110354e-06,NA,NA,6.04441133493762e-07,-1.52057436941779e-07,NA,NA,6,-151.301894537934,321.065327537406,14.6345026518211,0.000133386056573221
"44",0.00120090166706796,6.66539980945207e-06,8.66044254367947e-06,NA,-3.00093217630982e-07,NA,-1.55902863800841e-07,NA,NA,6,-151.305245065239,321.072028592017,14.6412037064326,0.000132939890811137
"28",0.00119211219476961,4.08539552215652e-06,8.54433004766476e-06,NA,-7.09206229350758e-07,1.0466667947418e-06,NA,NA,NA,6,-151.333882277453,321.129303016445,14.6984781308598,0.00012918685763201
"84",0.00121010669791141,4.54429393111855e-06,7.89806617353995e-06,NA,NA,7.75723922438722e-07,NA,1.50654984505911e-07,NA,6,-151.344142107976,321.149822677491,14.718997791906,0.000127868198543547
"76",0.00120126093469489,5.27879268466124e-06,8.24382327359411e-06,NA,-4.71643692601778e-07,NA,NA,2.53855750541084e-07,NA,6,-151.347900500945,321.157339463429,14.7265145778441,0.000127388521577089
